tag_id,subject_id,subject_kind,document_type,source_document,scoring,allowed_values,consuming_rules,rule_status,context,golden_label,labeler_note,Note
income.is_declining,93000000-0000-4000-8000-000000000006,borrower,borrower,W-2: Cedar Manufacturing 2023; W-2: Cedar Manufacturing 2024; W-2: Cedar Manufacturing 2025,enum,yes | no | unknown,IN-1,LIVE,"[w2] tax_year=2023; employer_name=Cedar Manufacturing; wages_tips_other_comp=58000; occupation=Machine Operator || [w2] tax_year=2024; employer_name=Cedar Manufacturing; wages_tips_other_comp=60000; occupation=Machine Operator || [w2] tax_year=2025; employer_name=Cedar Manufacturing; wages_tips_other_comp=61500; occupation=Machine Operator | Comparing the documented income across the years shown, is there a year-over-year DECREASE? yes / no / unknown",no,,
income.is_declining,93000000-0000-4000-8000-000000000007,borrower,borrower,W-2: Riverside Medical Center 2025; W-2: Springfield General Hospital 2024,enum,yes | no | unknown,IN-1,LIVE,"[w2] tax_year=2024; employer_name=Springfield General Hospital; wages_tips_other_comp=72000; occupation=Registered Nurse || [w2] tax_year=2025; employer_name=Riverside Medical Center; wages_tips_other_comp=74000; occupation=Registered Nurse | Comparing the documented income across the years shown, is there a year-over-year DECREASE? yes / no / unknown",no,,
income.is_declining,93000000-0000-4000-8000-000000000008,borrower,borrower,W-2: Delta Business Services 2025; W-2: Pioneer Distribution 2024,enum,yes | no | unknown,IN-1,LIVE,"[w2] tax_year=2024; employer_name=Pioneer Distribution; wages_tips_other_comp=45000; occupation=Warehouse Picker || [w2] tax_year=2025; employer_name=Delta Business Services; wages_tips_other_comp=48000; occupation=Office Administrator | Comparing the documented income across the years shown, is there a year-over-year DECREASE? yes / no / unknown",no,,
income.is_declining,93000000-0000-4000-8000-000000000009,borrower,borrower,W-2: Harbor Foods Inc 2024; W-2: Harbor Foods Inc 2025,enum,yes | no | unknown,IN-1,LIVE,"[w2] tax_year=2024; employer_name=Harbor Foods Inc; wages_tips_other_comp=70000; occupation=Production Worker || [w2] tax_year=2025; employer_name=Harbor Foods Inc; wages_tips_other_comp=68500; occupation=Production Worker | Comparing the documented income across the years shown, is there a year-over-year DECREASE? yes / no / unknown",yes,,Explanation needed.
income.is_declining,93000000-0000-4000-8000-000000000010,borrower,borrower,VOE: Lakeside Systems; W-2: Lakeside Systems 2025,enum,yes | no | unknown,IN-1,LIVE,"[voe] employer_name=Lakeside Systems; start_date=2024-07-01; occupation=Systems Analyst || [w2] tax_year=2025; employer_name=Lakeside Systems; wages_tips_other_comp=63000; occupation=Systems Analyst | Comparing the documented income across the years shown, is there a year-over-year DECREASE? yes / no / unknown",unknown,,No w2 need to compare.
income.is_declining,93000000-0000-4000-8000-000000000011,borrower,borrower,W-2: Summit Stores 2024; W-2: Summit Stores 2025,enum,yes | no | unknown,IN-1,LIVE,"[w2] tax_year=2024; employer_name=Summit Stores; wages_tips_other_comp=38000; occupation=Retail Cashier || [w2] tax_year=2025; employer_name=Summit Stores; wages_tips_other_comp=46000; occupation=Retail Supervisor | Comparing the documented income across the years shown, is there a year-over-year DECREASE? yes / no / unknown",no,,
income.is_declining,93000000-0000-4000-8000-000000000012,borrower,borrower,Pay stub: Vertex Capital; Pay stub: Vertex Capital,enum,yes | no | unknown,IN-1,LIVE,"[pay_stub] tax_year=2024; employer_name=Vertex Capital; occupation=Financial Analyst; base_salary=90000; bonus=10000; wages_tips_other_comp=100000 || [pay_stub] tax_year=2025; employer_name=Vertex Capital; occupation=Financial Analyst; base_salary=78000; bonus=22000; wages_tips_other_comp=100000 | Comparing the documented income across the years shown, is there a year-over-year DECREASE? yes / no / unknown",no,,
income.is_declining,93000000-0000-4000-8000-000000000013,borrower,borrower,W-2: Crestline Freight 2025; W-2: Northwind Logistics 2024,enum,yes | no | unknown,IN-1,LIVE,"[w2] tax_year=2024; employer_name=Northwind Logistics; wages_tips_other_comp=64000; occupation=Logistics Coordinator || [w2] tax_year=2025; employer_name=Crestline Freight; wages_tips_other_comp=66000; occupation=Logistics Coordinator | Comparing the documented income across the years shown, is there a year-over-year DECREASE? yes / no / unknown",no,,
income.is_declining,93000000-0000-4000-8000-000000000014,borrower,borrower,VOE: Beacon Contract Staffing; W-2: Beacon Contract Staffing 2024; W-2: Beacon Contract Staffing 2025,enum,yes | no | unknown,IN-1,LIVE,"[voe] employer_name=Beacon Contract Staffing; start_date=2024-07-01; end_date=2026-06-30; occupation=Project Analyst || [w2] tax_year=2024; employer_name=Beacon Contract Staffing; wages_tips_other_comp=70000; occupation=Project Analyst || [w2] tax_year=2025; employer_name=Beacon Contract Staffing; wages_tips_other_comp=71000; occupation=Project Analyst | Comparing the documented income across the years shown, is there a year-over-year DECREASE? yes / no / unknown",no,,
income.is_declining,93000000-0000-4000-8000-000000000015,borrower,borrower,VOE: Evergreen Utilities; W-2: Evergreen Utilities 2024; W-2: Evergreen Utilities 2025,enum,yes | no | unknown,IN-1,LIVE,"[voe] employer_name=Evergreen Utilities; start_date=2019-03-01; occupation=Operations Specialist || [w2] tax_year=2024; employer_name=Evergreen Utilities; wages_tips_other_comp=82000; occupation=Operations Specialist || [w2] tax_year=2025; employer_name=Evergreen Utilities; wages_tips_other_comp=84000; occupation=Operations Specialist | Comparing the documented income across the years shown, is there a year-over-year DECREASE? yes / no / unknown",no,,no document to compare
income.same_line_of_work,93000000-0000-4000-8000-000000000003,borrower,borrower,W-2: Acme Freight Co 2024; W-2: Acme Freight Co 2025,enum,yes | no | unknown,IN-3,LIVE,"[w2] tax_year=2024; employer_name=Acme Freight Co; wages_tips_other_comp=80000; occupation=Freight Coordinator || [w2] tax_year=2025; employer_name=Acme Freight Co; wages_tips_other_comp=60000; occupation=Freight Coordinator | If the documents show an employer or role change, is the new role the SAME line of work? (one employer throughout = yes) yes / no / unknown",yes,,No occupation given. | RE-LABEL: occupation is now shown above (LP-393-4a) - please judge same-line-of-work afresh
income.same_line_of_work,93000000-0000-4000-8000-000000000004,borrower,borrower,W-2: Acme Freight Co 2024; W-2: Acme Freight Co 2025,enum,yes | no | unknown,IN-3,LIVE,"[w2] tax_year=2024; employer_name=Acme Freight Co; wages_tips_other_comp=60000; occupation=Dispatcher || [w2] tax_year=2025; employer_name=Acme Freight Co; wages_tips_other_comp=75000; occupation=Dispatcher | If the documents show an employer or role change, is the new role the SAME line of work? (one employer throughout = yes) yes / no / unknown",yes,,No occupation given. | RE-LABEL: occupation is now shown above (LP-393-4a) - please judge same-line-of-work afresh
income.same_line_of_work,93000000-0000-4000-8000-000000000005,borrower,borrower,W-2: Bright Retail LLC 2025,enum,yes | no | unknown,IN-3,LIVE,"[w2] tax_year=2025; employer_name=Bright Retail LLC; wages_tips_other_comp=52000; occupation=Sales Associate | If the documents show an employer or role change, is the new role the SAME line of work? (one employer throughout = yes) yes / no / unknown",yes,,
income.same_line_of_work,93000000-0000-4000-8000-000000000006,borrower,borrower,W-2: Cedar Manufacturing 2023; W-2: Cedar Manufacturing 2024; W-2: Cedar Manufacturing 2025,enum,yes | no | unknown,IN-3,LIVE,"[w2] tax_year=2023; employer_name=Cedar Manufacturing; wages_tips_other_comp=58000; occupation=Machine Operator || [w2] tax_year=2024; employer_name=Cedar Manufacturing; wages_tips_other_comp=60000; occupation=Machine Operator || [w2] tax_year=2025; employer_name=Cedar Manufacturing; wages_tips_other_comp=61500; occupation=Machine Operator | If the documents show an employer or role change, is the new role the SAME line of work? (one employer throughout = yes) yes / no / unknown",yes,,No occupation given. | RE-LABEL: occupation is now shown above (LP-393-4a) - please judge same-line-of-work afresh
income.same_line_of_work,93000000-0000-4000-8000-000000000007,borrower,borrower,W-2: Riverside Medical Center 2025; W-2: Springfield General Hospital 2024,enum,yes | no | unknown,IN-3,LIVE,"[w2] tax_year=2024; employer_name=Springfield General Hospital; wages_tips_other_comp=72000; occupation=Registered Nurse || [w2] tax_year=2025; employer_name=Riverside Medical Center; wages_tips_other_comp=74000; occupation=Registered Nurse | If the documents show an employer or role change, is the new role the SAME line of work? (one employer throughout = yes) yes / no / unknown",yes,,
income.same_line_of_work,93000000-0000-4000-8000-000000000008,borrower,borrower,W-2: Delta Business Services 2025; W-2: Pioneer Distribution 2024,enum,yes | no | unknown,IN-3,LIVE,"[w2] tax_year=2024; employer_name=Pioneer Distribution; wages_tips_other_comp=45000; occupation=Warehouse Picker || [w2] tax_year=2025; employer_name=Delta Business Services; wages_tips_other_comp=48000; occupation=Office Administrator | If the documents show an employer or role change, is the new role the SAME line of work? (one employer throughout = yes) yes / no / unknown",no,,
income.same_line_of_work,93000000-0000-4000-8000-000000000009,borrower,borrower,W-2: Harbor Foods Inc 2024; W-2: Harbor Foods Inc 2025,enum,yes | no | unknown,IN-3,LIVE,"[w2] tax_year=2024; employer_name=Harbor Foods Inc; wages_tips_other_comp=70000; occupation=Production Worker || [w2] tax_year=2025; employer_name=Harbor Foods Inc; wages_tips_other_comp=68500; occupation=Production Worker | If the documents show an employer or role change, is the new role the SAME line of work? (one employer throughout = yes) yes / no / unknown",yes,,No occupation given. | RE-LABEL: occupation is now shown above (LP-393-4a) - please judge same-line-of-work afresh
income.same_line_of_work,93000000-0000-4000-8000-000000000010,borrower,borrower,VOE: Lakeside Systems; W-2: Lakeside Systems 2025,enum,yes | no | unknown,IN-3,LIVE,"[voe] employer_name=Lakeside Systems; start_date=2024-07-01; occupation=Systems Analyst || [w2] tax_year=2025; employer_name=Lakeside Systems; wages_tips_other_comp=63000; occupation=Systems Analyst | If the documents show an employer or role change, is the new role the SAME line of work? (one employer throughout = yes) yes / no / unknown",yes,,No occupation given. | RE-LABEL: occupation is now shown above (LP-393-4a) - please judge same-line-of-work afresh
income.same_line_of_work,93000000-0000-4000-8000-000000000011,borrower,borrower,W-2: Summit Stores 2024; W-2: Summit Stores 2025,enum,yes | no | unknown,IN-3,LIVE,"[w2] tax_year=2024; employer_name=Summit Stores; wages_tips_other_comp=38000; occupation=Retail Cashier || [w2] tax_year=2025; employer_name=Summit Stores; wages_tips_other_comp=46000; occupation=Retail Supervisor | If the documents show an employer or role change, is the new role the SAME line of work? (one employer throughout = yes) yes / no / unknown",yes,,
income.same_line_of_work,93000000-0000-4000-8000-000000000012,borrower,borrower,Pay stub: Vertex Capital; Pay stub: Vertex Capital,enum,yes | no | unknown,IN-3,LIVE,"[pay_stub] tax_year=2024; employer_name=Vertex Capital; occupation=Financial Analyst; base_salary=90000; bonus=10000; wages_tips_other_comp=100000 || [pay_stub] tax_year=2025; employer_name=Vertex Capital; occupation=Financial Analyst; base_salary=78000; bonus=22000; wages_tips_other_comp=100000 | If the documents show an employer or role change, is the new role the SAME line of work? (one employer throughout = yes) yes / no / unknown",yes,,No occupation given. | RE-LABEL: occupation is now shown above (LP-393-4a) - please judge same-line-of-work afresh
income.same_line_of_work,93000000-0000-4000-8000-000000000013,borrower,borrower,W-2: Crestline Freight 2025; W-2: Northwind Logistics 2024,enum,yes | no | unknown,IN-3,LIVE,"[w2] tax_year=2024; employer_name=Northwind Logistics; wages_tips_other_comp=64000; occupation=Logistics Coordinator || [w2] tax_year=2025; employer_name=Crestline Freight; wages_tips_other_comp=66000; occupation=Logistics Coordinator | If the documents show an employer or role change, is the new role the SAME line of work? (one employer throughout = yes) yes / no / unknown",yes,,No occupation given. | RE-LABEL: occupation is now shown above (LP-393-4a) - please judge same-line-of-work afresh
income.same_line_of_work,93000000-0000-4000-8000-000000000014,borrower,borrower,VOE: Beacon Contract Staffing; W-2: Beacon Contract Staffing 2024; W-2: Beacon Contract Staffing 2025,enum,yes | no | unknown,IN-3,LIVE,"[voe] employer_name=Beacon Contract Staffing; start_date=2024-07-01; end_date=2026-06-30; occupation=Project Analyst || [w2] tax_year=2024; employer_name=Beacon Contract Staffing; wages_tips_other_comp=70000; occupation=Project Analyst || [w2] tax_year=2025; employer_name=Beacon Contract Staffing; wages_tips_other_comp=71000; occupation=Project Analyst | If the documents show an employer or role change, is the new role the SAME line of work? (one employer throughout = yes) yes / no / unknown",yes,,
income.same_line_of_work,93000000-0000-4000-8000-000000000015,borrower,borrower,VOE: Evergreen Utilities; W-2: Evergreen Utilities 2024; W-2: Evergreen Utilities 2025,enum,yes | no | unknown,IN-3,LIVE,"[voe] employer_name=Evergreen Utilities; start_date=2019-03-01; occupation=Operations Specialist || [w2] tax_year=2024; employer_name=Evergreen Utilities; wages_tips_other_comp=82000; occupation=Operations Specialist || [w2] tax_year=2025; employer_name=Evergreen Utilities; wages_tips_other_comp=84000; occupation=Operations Specialist | If the documents show an employer or role change, is the new role the SAME line of work? (one employer throughout = yes) yes / no / unknown",yes,,
asset.liquidation_terms,inc-asset-6,document,investment_account,Investment account: Betterment Roth IRA,enum,fully_liquid | vested_usable | restricted | unknown,AS-11,inert,"institution_name=Betterment Roth IRA; account_type=roth_ira; total_value=28000.00; vested_balance=28000.00 | Per this statement's own terms, what portion of the account is usable? fully_liquid / vested_usable / restricted / unknown",restricted,,
asset.liquidation_terms,inc-asset-1,document,brokerage_statement,Brokerage statement,enum,fully_liquid | vested_usable | restricted | unknown,AS-11,inert,"institution_name=Vanguard; account_type=brokerage; total_value=120000.00; vested_balance=120000.00 | Per this statement's own terms, what portion of the account is usable? fully_liquid / vested_usable / restricted / unknown",fully_liquid,,
asset.liquidation_terms,inc-asset-2,document,brokerage_statement,Brokerage statement,enum,fully_liquid | vested_usable | restricted | unknown,AS-11,inert,"institution_name=Fidelity; account_type=brokerage; total_value=64500.00; vested_balance=64500.00 | Per this statement's own terms, what portion of the account is usable? fully_liquid / vested_usable / restricted / unknown",fully_liquid,,
asset.liquidation_terms,inc-asset-3,document,retirement_account,Retirement account,enum,fully_liquid | vested_usable | restricted | unknown,AS-11,inert,"institution_name=Empower 401(k); account_type=401k; total_value=150000.00; vested_balance=90000.00; vesting_schedule=60% vested (graded, 6-year) | Per this statement's own terms, what portion of the account is usable? fully_liquid / vested_usable / restricted / unknown",vested_usable ,,
asset.liquidation_terms,inc-asset-4,document,retirement_account,Retirement account,enum,fully_liquid | vested_usable | restricted | unknown,AS-11,inert,"institution_name=Principal 401(k); account_type=401k; total_value=80000.00; vested_balance=80000.00; vesting_schedule=100% vested | Per this statement's own terms, what portion of the account is usable? fully_liquid / vested_usable / restricted / unknown",restricted,,
asset.liquidation_terms,inc-asset-5,document,retirement_account,Retirement account,enum,fully_liquid | vested_usable | restricted | unknown,AS-11,inert,"institution_name=Schwab Roth IRA; account_type=roth_ira; total_value=41500.00; vested_balance=41500.00 | Per this statement's own terms, what portion of the account is usable? fully_liquid / vested_usable / restricted / unknown",restricted,,
